id,titleZh,titleEn,year,primaryTask,relatedTasks,devices,evidenceLevel,deploymentLevel,problem,method,timescale,validation,results,limitations,twinRelevance,paperTitles,paperUrls,codeNames,codeUrls,codeStatus
CTL-CORE-011,MAST rtEFIT 实时磁形状控制链,New magnetic real-time shape control for MAST,2014,T2,T0,MAST：常规形状；面向 MAST-U 扩展；2011–2012 装置专项闭环,E4,D4,仅凭中平面 Dα 光学相机只能控制外半径，无法为 MAST-U Super-X 等复杂偏滤器构型提供完整边界/X 点控制。,rtEFIT 重建边界，FIESTA 计算静态形状—线圈关系，CREATE-L 生成闭环状态空间模型；实际 PCS 控制代码直接置于仿真回路中调参和调试。,磁重建和形状回路为毫秒级。,真实装置闭环，且完成控制代码在环预验证。,建立了从 FIESTA/CREATE-L 到 PCS 的完整设计—仿真—实现链，专项实验成功使用 rtEFIT 形状控制，为 MAST-U 偏滤器控制奠定基础。,静态响应和线性状态空间模型在大构型变化下需重新验证；旧 MAST 成果不能自动代表 MAST-U Super-X 全运行域。,是‘相同控制二进制在仿真和装置中运行’的典型，适合作为数字孪生控制服务验收基线。,New magnetic real time shape control for MAST,https://arxiv.org/abs/1310.8450,FreeGSNKE | FIESTA/CREATE-L/MAST PCS,https://github.com/FusionComputingLab/freegsnke | ,official-enabling | not-public
CTL-CORE-016,ITER 分层电流—位置—形状与垂直稳定控制,"Plasma current, shape and position control in ITER",2014,T2,T9,ITER：15 MA 基线与燃烧阶段；线性/非线性模型和 PCSSP/CREATE-NL+/DINA 仿真,E1,D3,燃烧阶段必须避免高温等离子体触壁，同时应对 H–L 转换、β 下降、VDE 与超导 PF/电源饱和。,快速内层 VS 使用在真空室内线圈稳定垂直模；外层 SC 控制等离子体电流、位置及多个壁间隙/打击点，结合抗饱和与线圈电流限制逻辑。,VS 为毫秒级；外层形状/电流为数十毫秒至秒级。,设计级仿真；ITER 尚无等离子体实证。,经典设计显示可在约 15 cm 间隙扰动和 0.2 级 poloidal-beta 下降后恢复形状；后续研究比较 SOF/LQG VS 并优化 VDE 后恢复。,所有性能仍为模型预测；真实诊断延迟、辐照退化、超导电源异常和三维误差场会改变闭环裕度。,是分层控制孪生的参考架构；必须严格标注‘设计验证’而非‘装置验证’，并保存每个扰动用例和饱和证据。,"Plasma Current, Shape, and Position Control in ITER | Improving magnetic plasma control for ITER",https://doi.org/10.13182/FST96-A30749 | https://doi.org/10.1016/j.fusengdes.2013.12.034,ITER PCSSP | CREATE-NL+/DINA,https://github.com/iterorganization/PCSSP | ,official-enabling | not-public
CPT-009,ITER显式MPC垂直稳定,Explicit MPC vertical stabilization for ITER,2013,T2,,ITER,E1,D2,ITER垂直稳定需同时使用快慢执行器并满足电压、电流和热约束。,把有限时域MPC离线求解为分段仿射显式控制律，协调真空室内欧姆执行器和超导PF线圈。,亚毫秒至数毫秒快速回路；慢执行器更长,ITER模型数值仿真；未在ITER等离子体上验证。,显式MPC可把热和电气限制直接写入控制律，为实时约束处理提供设计依据。,依赖线性化模型与状态估计，组合区数量、模型偏差和故障情景会增加认证难度；非实验结果。,是约束可行域、模型版本和控制律认证应进入数字孪生证据链的直接案例。,Vertical stabilization of ITER plasma using explicit model predictive control,https://doi.org/10.1016/j.fusengdes.2013.02.021,ITER eMPC design implementation,,not-public
CPT-008,JET增强垂直稳定系统首等离子体运行,Enhanced vertical-stabilization system operation on JET,2011,T2,T7 | T6,JET,E4,D4,高伸长等离子体垂直不稳定增长快，升级后需要更强的径向场放大器与可靠保护链。,基于等离子体/电源/导体模型设计增强VS，采用离线验证、逐级通电和等离子体调试，闭环驱动快速线圈。,亚毫秒至数毫秒,模型、离线测试和JET首等离子体运行。,增强VS完成分阶段投运并进入装置运行，是快速控制工程化和机器保护协同的成熟案例。,JET特定导体、电源和磁诊断模型不可直接移植；饱和时仍需安全终止层接管。,说明快速孪生应覆盖电源饱和、线圈/真空室涡流、延迟和投运证据。,First plasma operation of the enhanced JET vertical stabilisation system,https://doi.org/10.1016/j.fusengdes.2011.03.122,JET enhanced VS controller,,not-public
CTL-CORE-010,JET 极限形状控制器 XSC,"Design, implementation and test of the eXtreme Shape Controller in JET",2005,T2,,JET：极限形状与多类实验场景；装置闭环实验,E4,D4,高三角度、高伸长与靠壁场景中，传统少量形状量控制难以充分利用 PF 能力并避免线圈饱和。,基于线性响应模型和奇异值分解选择可控形状方向，XSC 同时调节多个等磁通/间隙目标，并与 JET 现有垂直/电流回路级联。,形状回路约毫秒至十毫秒；垂直内环更快。,真实装置闭环并融入实验运行。,实现比传统控制更高维的形状调节，在复杂和极限构型上验证了 SVD 控制方向选择与抗饱和设计。,线性响应随 β、内感和构型改变；SVD 截断提高鲁棒性但牺牲部分形状自由度，且不能单独保证 PFC 热安全。,应在孪生中展示可控/不可控形状子空间、奇异值和线圈裕度，让操作者理解目标为何不可同时达到。,"Design, implementation and test of the XSC extreme shape controller in JET",https://doi.org/10.1016/j.fusengdes.2005.06.290,JET XSC/real-time boundary code | PCSSP, | https://github.com/iterorganization/PCSSP,not-public | official-enabling
CTL-CORE-006,DIII-D rtEFIT—ISOFLUX 位置与复杂形状控制,Advanced tokamak operation using the DIII-D PCS with rtEFIT/isoflux control,2003,T2,T0 | T9,DIII-D：常规与高形状、多种单/双零拓扑；长期装置运行,E4,D4,需在 β 变化、涡流和多线圈耦合下保持 LCFS、X 点、间隙与高伸长形状，并支持多种拓扑。,rtEFIT 实时求解 Grad–Shafranov 平衡；ISOFLUX 以边界控制点等磁通为误差，经响应矩阵/伪逆把形状需求分配到 PF 线圈。,平衡/形状回路通常 1–10 ms；垂直稳定更快。,常规生产控制能力。,支持高凹度、双零、上下单零、高三角度和高方形度等构型，是后续雪花、剖面和稳定性控制的状态/执行基础。,rtEFIT 继承诊断标定与轴对称假设；边界误差小不保证内部 q/压力、热负荷或三维扰动安全。,应被封装为高频‘权威磁状态服务’，并让快模型与离线高保真 EFIT/动力学平衡持续交叉校验。,Advanced tokamak operation using the DIII-D plasma control system,https://doi.org/10.1016/S0920-3796(03)00322-3,TokSys | FreeGSNKE, | https://github.com/FusionComputingLab/freegsnke,not-public | official-enabling
CTL-CORE-009,ASDEX Upgrade 多变量位置、形状与打击点控制,"Multivariable position, shape and strike-point control on ASDEX Upgrade",2003,T2,T8,ASDEX Upgrade：限制器、偏滤器与先进场景；长期装置运行,E4,D4,PF 线圈位于 TF 线圈外、距等离子体较远，每个线圈对多种形状量都有全局影响，同时还受电流、力和电源饱和约束。,磁测量函数参数化快速给出平衡量；矩阵 PID/PI 动态解耦局部和全局形状，内线圈快位置、外线圈慢形状，并显式处理饱和/负载平衡。,垂直/位置毫秒级；形状和打击点数毫秒至十毫秒；监督约 10 ms。,装置常规生产控制。,早期即在约 800 kA、伸长约 1.7 的放电中成功；随后扩展到三角度与偏滤器打击点多变量控制，并进入统一 DCS。,参数化重建的外推性取决于训练/标定域；打击点几何控制不等于脱靶或热负荷控制。,证明控制孪生需要同时保存局部几何、全局形状、线圈力/饱和和监督状态，而不能只展示 LCFS。,Position and shape control on ASDEX-Upgrade | Chapter 3: Plasma Control in ASDEX Upgrade,https://doi.org/10.1016/B978-0-444-89995-8.50202-2 | https://doi.org/10.13182/FST03-A401,ASDEX Upgrade DCS,,not-public
CTL-CORE-034,DIII-D 神经代理增强的实时电子温度剖面控制,Experimental real-time electron-temperature profile control in DIII-D,2025,T3,T0,DIII-D：多位置 Te 剖面跟踪；装置闭环实验,E4,D4,Thomson 低频且有噪，传统运输/沉积计算过慢，控制器仍需实时估计和预测 Te(r)。,动态观测器融合 Thomson 与含 NubeamNet/MMMnet 的 Te 预测模型；在 PCS 中编译代理并以 LQI/MIMO 控制空间位置上的 Te。,PCS 推理毫秒级；Thomson 多率更新；Te 响应约十至百毫秒。,真实装置闭环。,观测器保持与 Thomson 剖面形状一致并滤除大量噪声；控制器在多个径向位置跟踪 Te 目标。,代理继承训练分布和父模型误差；Thomson 缺测、模型 OOD 和多加热冲突需拒绝服务/回退策略。,是可复用的‘模型预测+稀疏测量观测器+闭环’模板，但孪生必须发布模型版本、训练域和创新残差。,Experimental demonstration of real-time electron temperature profile control in DIII-D | Optimal control of the electron temperature profile in DIII-D using machine learning surrogate models,https://doi.org/10.1088/1741-4326/adf456 | https://doi.org/10.1016/j.fusengdes.2024.114615,plasma-profile-predictor | keras2c,https://github.com/PlasmaControl/plasma-profile-predictor | https://github.com/f0uriest/keras2c,official-enabling | official-enabling
CPT-039,JT-60SA双色CO2干涉仪密度反馈,Two-color CO2 interferometer density feedback on JT-60SA,2024,T3,,JT-60SA,E4,D4,振动与相位跳变会污染长光程干涉测量，密度反馈必须同时快速和自诊断。,双色CO2激光抵消机械振动，实时处理器在约500 ns内检测超过π/2的条纹跳变并产生异常处置；反馈调节加料。,信号处理亚微秒；密度闭环毫秒至数十毫秒,JT-60SA首运行阶段实时系统与密度反馈实验。,实现密度反馈；测得密度约比参考值低16.8%±6.6%，并验证快速条纹跳变检测。,早期运行的控制误差和场景覆盖有限；光学污染、折射和长脉冲漂移仍需运行统计。,示范诊断质量标志必须与测量值同等进入控制与孪生数据契约。,Real-time processing system of a two-color CO2 laser interferometer for density feedback control in JT-60SA,https://doi.org/10.1063/5.0215877,JT-60SA interferometer RT processor,,not-public
CTL-CORE-030,DIII-D 低 NBI 转矩下 q0 与 βN 同步调节,Regulation of central safety factor and normalized beta under low NBI torque in DIII-D,2023,T3,,DIII-D：低转矩先进场景；COTSIM 非线性仿真和装置闭环实验,E4,D4,反应堆低转矩条件下仍需维持 q0 和 βN，同时避免通过共/反向 NBI 引入净转矩。,1D 电流剖面模型耦合 0D 能量平衡；在线协调共向/反向 NBI 和其他 H&CD，在 q0、βN 跟踪与近零总转矩间优化。,能量约 0.1 s；q0/电流扩散约 0.5–数秒。,真实装置专项闭环。,首次将 q0、βN 与近零 NBI 转矩作为同步目标，在 COTSIM 和 DIII-D 实验中验证。,q0 是全剖面的低维代理；低转矩 DIII-D 仍不等于 ITER 的低旋转和 alpha 自加热环境。,展示目标应包含‘副作用预算’：执行器不仅有功率，还有转矩、沉积和寿命属性，多目标分配必须可审计。,Regulation of the central safety factor and normalized beta under low NBI torque in DIII-D,https://doi.org/10.1016/j.fusengdes.2022.113363,COTSIM | DIII-D PCS, | ,not-public | not-public
CTL-CORE-038,DIII-D 数据驱动剖面预测与 MPC,Data-driven profile prediction and model-predictive control for DIII-D,2021,T3,,DIII-D：多剖面短时预测与 MPC；历史数据+PCS 实时 MPC 实验,E4,D4,高维多剖面运输求解过慢，操作者难实时探索 NBI/ECH/气体/Ip 对未来状态的组合影响。,以 2013–2018 DIII-D 数据训练循环/卷积网络，输入当前温度、密度、压力、q、旋转及执行器历史，预测约一个能量约束时间后的剖面；实时简化模型进入 MPC。,模型推理毫秒内（简化版可到亚毫秒）；预测视野约 τE。,离线大数据 E2，加上实时/闭环专项实验 E4。,平均预测准确且压力优于 q；实时版本支撑 DIII-D MPC 实验，证明数据模型可进入 PCS。,训练数据偏向常见拓扑，仓库 README 明确排除多类非标准/故障样本；q 预测最弱且训练数据并非完整公开。,公开代码使其适合作为数据驱动旁路孪生；上线必须做 OOD、诊断掉线、守恒残差和传统模型对照。,Data-driven profile prediction for DIII-D,https://doi.org/10.1088/1741-4326/abe08d,plasma-profile-predictor | keras2c,https://github.com/PlasmaControl/plasma-profile-predictor | https://github.com/f0uriest/keras2c,official-direct | official-enabling
CTL-CORE-031,DIII-D 电流剖面—βN—NTM 集成控制与权限仲裁,"Integrated current-profile, normalized-beta and NTM control in DIII-D",2019,T3,T4 | T8,DIII-D：先进场景与 NTM 抑制；装置集成闭环实验,E4,D4,ECCD/NBI 等执行器同时被 q/β 调节和 NTM 抑制需要，独立回路可能冲突并错过稳定性优先级。,PCS 中并行运行 q+βN 控制器和 NTM 检测/抑制器；监督状态机根据模态出现和优先级把 EC 权限在剖面控制与 NTM 控制间切换。,NTM 检测/镜面与功率为毫秒至百毫秒；q 为秒级。,真实装置闭环和执行器权限切换。,展示共享 EC 资源可在剖面/β控制与 NTM 抑制间实时仲裁，是从多回路并存走向集成控制的重要实证。,优先级切换可能造成慢剖面目标瞬态偏离；ECCD 沉积误差和诊断掉线需独立安全逻辑。,孪生必须记录执行器的占用者、优先级、切换原因和未满足请求，不能只记录最终功率命令。,"Integrated Current Profile, Normalized Beta and NTM Control in DIII-D | Real-time mirror steering for improved closed loop NTM suppression by ECCD in DIII-D",https://www.osti.gov/servlets/purl/1611479 | https://doi.org/10.1016/j.fusengdes.2013.02.168,DIII-D PCS integrated profile/NTM modules | plasma-profile-predictor, | https://github.com/PlasmaControl/plasma-profile-predictor,not-public | official-enabling
CTL-CORE-032,EAST q 剖面与储能鲁棒控制设计,Robust control of the current profile and plasma energy in EAST,2019,T3,T6,EAST：代表性长脉冲场景；以典型 EAST 放电定界并做非线性仿真,E1,D2,电子温度、电阻率和非感应电流模型与实验存在显著偏差，直接按名义模型设计 q+能量控制可能失稳。,磁通扩散 PDE+0D 能量平衡；把温度、电阻率和非感应源写成有界不确定参考剖面，降阶/线性化后用混合灵敏度 H∞ 和结构奇异值验证鲁棒稳定。,能量 0.1–1 s；q 扩散秒级。,历史数据定界+仿真控制；非装置闭环。,控制器在所建模的不确定集合内保持 q 与能量轨迹跟踪，并以结构奇异值检查鲁棒稳定。,不确定集合是否覆盖未见场景未被实验检验；未包括执行器故障、诊断异常和边缘/稳定性冲突。,可把不确定集合转为孪生适用域和在线鲁棒裕度，但授权闭环前必须用装置回放/HIL和实验逐级升级。,Robust Control of the Current Profile and Plasma Energy in EAST,https://www.osti.gov/servlets/purl/1611441,control-oriented EAST model,,not-public
CTL-CORE-033,KSTAR 物理模型驱动的电子温度剖面闭环,Physics-based global electron-temperature profile control in KSTAR,2018,T3,,KSTAR：0.6 MA、2 T H-mode 等场景；装置闭环实验,E4,D4,需验证 NBI/ECH 多执行器能否实时跟踪时变 Te 剖面并抵抗扰动，为后续多剖面控制铺路。,实时 ECE 每约 50 ms 给出 Te 剖面，物理响应矩阵在线将剖面误差映射到 NBI/ECH 功率，并允许实时更新响应模型。,测量/控制约 50 ms；热响应约 0.1–1 s。,真实装置剖面闭环。,在约 3.5 s 控制窗口中完成 Te 剖面目标跟踪；验证时变目标、多执行器、外扰和响应矩阵实时更新。,早期实验以 Te 为单一主剖面，q/密度/稳定性耦合尚未全面闭环；ECE 在高密度/光学厚度条件受限。,适合作为剖面控制最小闭环：实时诊断、响应模型、在线辨识与多执行器命令必须共同版本化。,Feasibility experiment of physics-based global electron temperature profile control in KSTAR,https://doi.org/10.1016/j.fusengdes.2018.06.024,KSTAR real-time profile controller,,not-public
CTL-CORE-028,TCV q/β 模型预测剖面控制,Model-predictive q-profile and beta control on TCV,2017,T3,,TCV：L-mode q/β 剖面；仿真和装置闭环,E4,D4,需在 ECCD 功率、总电流和时变执行器限值下快速跟踪逆 q 剖面和 β，同时抑制扰动。,RAPTOR 作为控制器测试环境和状态预测器；MPC 直接把时变执行器约束纳入优化，用两组 gyrotron 功率和 Ip 请求调节逆 q 与 β。,预测/控制更新约毫秒至十毫秒；被控剖面为 0.1–数秒。,真实装置闭环；q 主要为模型预测估计。,在不确定条件和扰动下跟踪逆 q 剖面与 β；显式利用时变功率限值实现快速目标转换且降低过冲。,无连续内部 q 测量时，闭环主要控制模型状态；L-mode 结果不能直接外推到燃烧 H-mode。,需要‘双估计’：实时控制估计和独立事后权威重建；两者长期偏差决定是否继续授权闭环。,Profile control simulations and experiments on TCV: a controller test environment and results using a model-based predictive controller,https://doi.org/10.1088/1741-4326/aa8c48,RAPTOR/TCV MPC | TORAX, | https://github.com/google-deepmind/torax,not-public | official-enabling
CTL-CORE-029,DIII-D 旋转变换剖面与归一化 β 的数据驱动鲁棒控制,Data-driven robust control of iota-profile and normalized-beta dynamics in DIII-D,2017,T3,,DIII-D：H-mode 平顶附近的先进场景；仿真和少量专项闭环实验,E4,D4,高性能稳态场景需同时维持电流剖面和 βN；第一性原理模型复杂且局部控制仍受饱和影响。,专门系统辨识实验建立双时间尺度线性 MIMO 模型；SVD 选通道，混合灵敏度 H∞ 合成控制器并加抗饱和。,β/能量约 0.1 s；iota/q 扩散约 0.5–数秒。,真实装置闭环但实验数量有限、仅部分成功。,完成 DIII-D 最早一批数据驱动模型式全剖面+β 控制实证；论文明确记录执行器问题、设计限制和局部模型有效域。,装置/场景特定线性模型离参考点后失准；可控性受 H&CD 可用性和 MSE 质量强烈限制。,优秀的负面证据范例：孪生不仅应保存成功指标，也应记录饱和、失配和未达目标原因以更新可控域。,Data-driven robust control of the plasma rotational transform profile and normalized beta dynamics for advanced tokamak scenarios in DIII-D,https://doi.org/10.1016/j.fusengdes.2017.01.003,DIII-D PCS/TokSys,,not-public
CTL-CORE-035,JT-60U 离子温度梯度与环向旋转剖面闭环,Real-time ion-temperature and toroidal-rotation profile control in JT-60U,2009,T3,,JT-60U：βN≈1.6–2.8 高 β/ITB；装置闭环实验,E4,D4,高 β/ITB 场景的压力梯度和旋转影响稳定性，需要快速 CXRS 和可调 NBI 转矩。,快速 CXRS 实时计算 Ti 与 Vt 剖面，以共/反向中性束反馈调节 r/a≈0.25–0.5 的 Ti 梯度和环向旋转方向/剖面。,CXRS/反馈约 10–100 ms；剖面响应约 0.1–1 s。,真实装置闭环。,实现 Ti 梯度/ITB 强度实时调节，并把 Vt 从反向控制到同向；表明压力和旋转可在相近时间尺度协同。,强依赖诊断束和 NBI 转矩能力；ITER 等大装置本征旋转低，执行器可控性不同。,应把执行器的能量与动量沉积同时建模，避免把 NBI 仅视为标量加热功率。,Real-time measurement and feedback control of ion temperature profile and toroidal rotation using fast CXRS system in JT-60U,https://doi.org/10.1016/j.fusengdes.2009.04.006,JT-60U fast CXRS/profile controller,,not-public
CTL-CORE-036,DIII-D 旋转与储能同步反馈,Simultaneous feedback control of plasma rotation and stored energy on DIII-D,2007,T3,T6,DIII-D：共/反束混合加热；装置闭环实验,E4,D4,NBI 同时注入热量和转矩，独立能量/旋转回路强耦合；需利用共/反向束解耦。,建立共/反向 NBI 对能量和转矩的物理响应模型，在 PCS 中合成 MIMO 控制器同步调节旋转和 β/储能。,约 10–100 ms 更新、0.1–1 s 等离子体响应。,真实装置闭环。,首次利用反向束能力部分解耦能量和动量并同步调节旋转与储能，成为多物理执行器模型的经典案例。,控制主要为全局量而非完整剖面；束故障或粒子沉积变化会破坏解耦。,执行器数字模型需为多输出对象，持续校准功率、转矩、粒子源和电流驱动响应。,Simultaneous feedback control of plasma rotation and stored energy on the DIII-D tokamak,https://doi.org/10.1016/j.fusengdes.2007.04.031,DIII-D PCS rotation/energy controller,,not-public
CTL-CORE-027,JET 电流与电子温度剖面集成实时控制,Model-based integrated real-time current and temperature profile control in JET,2005,T3,,JET：ITB/先进场景；装置闭环实验,E4,D4,电流、温度和压力剖面通过运输与 H&CD 强耦合，独立 SISO 回路会争夺执行器。,用 Galerkin 基压缩分布剖面；由实验辨识 MIMO 响应算子，SVD 最大化稳态解耦，并允许目标在可达非线性状态附近保持一定模糊度。,温度能量约 0.1–1 s；电流剖面约秒级，采用多时间尺度控制窗口。,真实装置多剖面闭环。,首次实验表明控制器可在闭环窗口内获得并维持不同电流和电子温度剖面，验证分布参数 MIMO 集成控制。,实验辨识模型局部有效；剖面投影会隐藏局部尖峰，且执行器沉积随密度/平衡改变。,建议孪生同时保存原始剖面、基系数、投影残差和可达目标，避免低维控制成功掩盖局部危险。,A model-based technique for integrated real-time profile control in the JET tokamak,https://doi.org/10.1088/0741-3335/47/1/010,JET integrated profile controller,,not-public
CTL-CORE-026,JET 三执行器 q 剖面 TSVD 控制,Real-time q-profile control in JET for steady-state advanced tokamak operation,2003,T3,,JET：反剪切/ITB 准稳态场景；装置闭环实验,E4,D4,q(r) 是分布参数，NBI、ICRH、LHCD 对多个半径耦合，执行器数少于剖面自由度。,从实验辨识线性分布响应算子，采用截断 SVD 只控制可达剖面方向，在实时系统中协调三类 H&CD。,与电流重分布时间同阶，约秒级。,真实装置 q 剖面闭环。,在电流重分布时间尺度上成功维持目标 q 剖面；同时说明可控方向由响应矩阵秩和奇异值决定。,响应模型只在辨识轨迹附近有效；截断方向外的目标不可达，执行器故障会改变可控子空间。,剖面孪生应实时计算可控性和执行器有效性，而非把任意目标曲线当作可实现命令。,Real-time control of the q-profile in JET for steady state advanced tokamak operation,https://doi.org/10.1088/0029-5515/43/9/311,JET TSVD profile controller,,not-public
CTL-CORE-037,JT-60U 储能反馈与高性能场景稳定,Plasma stored-energy feedback control for high-performance JT-60U discharges,2003,T3,T6,JT-60U：高性能/高 β 放电；装置闭环实验,E4,D4,中子率受密度/温度剖面和杂质影响，未必是可靠稳定性代理；需要更直接控制 MHD 相关总储能。,实时抗磁/平衡储能作为反馈量，通过 NBI/ECH 功率调节，接入 JT-60U 平衡、燃料和加热控制计算机。,能量约 0.1–1 s。,真实装置闭环并用于场景运行。,建立储能反馈并应用到高性能放电，为 Ti/旋转和电流剖面等更细粒度控制提供全局性能约束。,全局储能可能掩盖局部梯度/稳定性边界；控制效果依赖执行器沉积和诊断标定。,全局量适合作为监督 KPI，而局部剖面/稳定性服务负责解释相同储能下不同风险。,Development of plasma stored energy feedback control and its application to high performance discharges on JT-60U,https://www.sciencedirect.com/science/article/abs/pii/S0920379603004721,JT-60U plasma control system,,not-public
CTL-CORE-025,JET LHCD 非感应电流与离轴电流分布反馈,Real-time current-profile control at JET using LHCD,1998,T3,T4,JET：2.5 MA LHCD 与剪切优化场景；装置闭环实验,E4,D4,预编程 LHCD 波形随等离子体条件变化而失配，难重复获得非感应电流和反剪切剖面。,以一匝环电压反馈调节非感应电流，以归一化电流二阶矩反馈调节离轴电流；采用低阶非线性状态空间/传递函数模型。,电流重分布与 LHCD 响应为百毫秒至秒。,真实装置闭环。,在 2.5 MA 放电中环电压降低约 66%；电流二阶矩控制在电流爬升期使剪切优化放电中子产额提高约 60%。,二阶矩是低维代理，不唯一确定 q(r)；LHCD 在高密度/反应堆参数下穿透和效率受限。,说明剖面控制可从稳健的低维可观测量起步，但孪生要展示这些代理与真实 q/电流密度之间的不唯一性。,Real time current profile control at JET,https://doi.org/10.1016/S0920-3796(98)00261-0,JET RTPC/RTCC current-profile controller,,not-public
CPT-006,DIII-D与KSTAR自适应RMP无ELM高性能控制,Adaptive RMP control for ELM-free high performance on DIII-D and KSTAR,2024,T4,T6,DIII-D | KSTAR,E4,D4,RMP可抑制ELM但常牺牲约束；最优线圈谱随状态变化且试错代价高。,用机器学习代理替代昂贵等离子体响应计算，在线/自适应调整RMP幅值和谱，在ELM抑制约束下提升性能。,状态更新与RMP调节为约10–100 ms至放电阶段尺度,两台装置实验；在实际放电中自动维持无破坏性边缘爆发状态。,DIII-D中相对初始标准ELM抑制状态的性能指标提升超过90%，并在KSTAR验证跨装置方法。,训练分布、装置几何、线圈限制和代理不确定度影响迁移；ELM-free不等于所有壁负荷风险均已受控。,展示高保真模型到实时代理、再到受约束自适应控制的完整孪生闭环。,Highest fusion performance without harmful edge energy bursts in tokamak,https://doi.org/10.1038/s41467-024-48415-w,Adaptive RMP surrogate/controller,,not-public
CPT-017,DIII-D深度强化学习撕裂不稳定性规避,Deep-RL avoidance of tearing instability on DIII-D,2024,T4,T8,DIII-D,E4,D4,与其在大磁岛形成后高成本抑制，不如提前预测风险并调整运行轨迹。,多模态神经网络预测约300 ms内撕裂风险，强化学习策略在模型环境中学习，实验中改变加热/形状等控制以保持风险阈值以下。,风险视野约300 ms；控制更新约数十毫秒,模型训练、历史数据测试和DIII-D高约束实验。,在实际H模放电中提前绕开撕裂风险，同时维持高性能，证明预测—规划—控制链可上机。,策略安全依赖训练环境覆盖、风险预测校准和安全包络；不能把一次装置成功等同于自主保护认证。,代表数字孪生从状态估计走向前瞻风险仿真与策略建议，但最终动作仍需独立安全门。,Avoiding fusion plasma tearing instability with deep reinforcement learning,https://doi.org/10.1038/s41586-024-07024-9,DIII-D tearing-avoidance RL stack,,not-public
CPT-042,KSTAR L-H跃迁与ELM实时分类,Real-time L-H transition and ELM classification on KSTAR,2020,T4,,KSTAR,E3,D3,控制器需要低延迟识别L-H/H-L与ELM事件，避免只依赖固定时间表。,以Dα和线平均密度时序训练LSTM，并接入KSTAR实时系统做分类。,毫秒级窗口与推理,65个放电训练、58个放电约17.4万样本测试，并进行实时部署评估。,测试准确率约94.45%，证明低维信号可支持约束模式事件识别。,分类准确率不等于安全可用性；类不平衡、时序标注和装置状态漂移需要置信度与拒识机制。,可驱动数字孪生模式切换，但应配合物理一致性检查和滞环状态机。,Real-time classification of L-H transition and ELM in KSTAR,https://doi.org/10.1016/j.fusengdes.2020.111634,KSTAR L-H/ELM LSTM,,not-public
CPT-010,DIII-D锁模相位与旋转反馈,Locked-mode phase and rotation control on DIII-D,2018,T4,,DIII-D,E4,D4,锁定磁岛的相位若不可控，调制ECCD难以与O点同步，且静止岛会集中壁热负荷。,PI反馈驱动n=1线圈，使锁模固定在指定相位或以最高约20 Hz旋转，并同步调制ECCD。,毫秒级磁反馈；目标旋转最高约20 Hz,DIII-D闭环实验。,实现指定相位锁定和受控旋转，为同步ECCD与壁负荷分散提供实验基础。,仅覆盖可由现有线圈克服的电磁转矩范围；多模耦合、低信噪比和线圈饱和会限制相位可控性。,需要融合模态状态、三维电磁执行器与ECCD相位的混合孪生。,Feedforward and feedback control of locked mode phase and rotation in DIII-D with application to modulated ECCD experiments,https://doi.org/10.1088/1741-4326/aaa434,DIII-D locked-mode controller,,not-public
CPT-002,ASDEX Upgrade基于幅值的NTM稳定控制,Amplitude-based NTM stabilization at ASDEX Upgrade,2014,T4,,ASDEX Upgrade,E4,D4,沉积位置存在模型与标定误差，需要在不依赖精确磁岛半径的条件下寻找最有效的ECCD位置。,以Mirnov磁岛幅值为目标，采用Sweep-and-Suppress与Incremental Search算法移动ECCD沉积；先在磁岛响应方程全闭环仿真中调试，再上机。,每约100 ms评估一次磁岛增长/衰减趋势,磁岛响应方程闭环仿真与AUG实验。,两种搜索策略均能利用幅值反馈找到稳定区，降低对绝对定位精度的依赖。,搜索期间仍会消耗EC资源；幅值受其他MHD活动影响，且多磁岛情形需更强的模态分离。,适合作为在线极值寻优和模型失配补偿的基准案例。,Amplitude based feedback control for NTM stabilisation at ASDEX Upgrade,https://doi.org/10.1016/j.fusengdes.2014.01.007,AUG NTM controller,,not-public
CPT-005,KSTAR电阻壁模主动控制物理设计,RWM active-control physics design for KSTAR,2014,T4,,KSTAR,E1,D2,确定KSTAR现有及候选传感器/线圈组合对RWM的可控可观性。,用DCON计算稳定边界，以VALEN-3D约8000电路描述导电结构、线圈和传感器，比较反馈拓扑。,壁时间尺度，毫秒至数十毫秒,高保真三维电磁与稳定性数值设计；非装置闭环实验。,候选新传感器设计在模型中把可稳定范围推进至有壁β极限的约99%。,结论依赖模型和假定噪声/延迟；不能视为KSTAR闭环实验结果。,是利用工程电磁孪生做传感器布置和控制可达性设计的代表。,Resistive wall mode active control physics design for KSTAR,https://doi.org/10.1063/1.4862140,DCON/VALEN-3D workflow,,not-public
